DW_LOCALIDADE;id_estado;id_cidade;ds_estado;ds_cidade
85896b22d6bd5e4c58240e6292de7bec358284d70f155ecce5d30a11dfd92cb2;24;707;RJ;BARRA MANSA
dd5e7eb584d30df7acd6f980d1ce8653a1ff833830306fa0c658b62391ee4746;19;345;PB;ARACAGI
e3891e3d9af36cb4ff9f4517af9c64f45b9421df920cf721e9f5c14c52e612e8;33;472;SP;ARTUR NOGUEIRA
5bb11c1998ee2643c4b003afcc11eab4f0e273fede4a061f8d4562761d83bba2;14;231;MG;AMARANTINA (OURO PRETO)
ebac26d26aad273c71209298cba60e344bf254080c67657e3780fa25782433b0;28;703;RS;BARRA FUNDA
bf871ece2d114e98d574704284b58e28626656aebe263ed6c4f558e3f0e8d7bd;11;257;GO;ANAPOLIS
2f0cfa08c2400525264610fdeb555dc46ff98007422e4c48c80a252e002e6b3f;28;75;RS;AGUAS CLARAS
102fa5bab9b9095ef203ba2172e221b6cf1f19bdd2dbe7d0651e95d76b4ee712;33;2443;SP;FRANCA
634e4f282ce57640a7f89807d5ae437f9b573239fa52b258ecf52f4418088e01;33;1385;SP;CAPIVARI
190e2cca4c70094c7189eb73d6ea8bf752a293ad8f52983c25200caf66a3dbdf;35;637;TO;BANDEIRANTES DO TOCANTINS
c145a9c09ec8ba8935535c08b11e6e9e83c31e0e836feac4e2572fde62a66f74;19;433;PB;AREIA DE BARAUNAS
1b6b1d47967c8b3aed9836432df782296565b95b6a835ebe2c7f94131388ef0f;33;77;SP;AGUAS DA PRATA
9880308dcf7fec5907c634897c8c60d02ed2aa6c464b5e064d8ea58d3db9f527;33;267;SP;ANDRADINA
297d4e589aebfbfe2ee56627f1771b4166936ba417fd413569d21f939e229223;11;34;GO;ACREUNA
97b196697cc5b74ee11b636f3296cbea3eb167a423ad206bc057b662109eff39;11;3;GO;ABADIA DE GOIAS
ef09f9638cc84bcd574a37556c698771ecb68c5615d6f236a0591de3d8bdf918;15;272;MS;ANGELICA
3fb40c9b8d8bd41a32465c635b81bbc130fd3b91b14116349214870af84d7b18;6;713;BA;BARREIRAS
504399467fc59d5f91b9cffaad574f79e5fa8a75ee0b8cc74e272551bdc0e6bb;14;180;MG;ALTO JEQUITIBA
29baf38917b3fb2bd0a634f168dc81572a770ca31d9acc02ed045d88ff5de674;33;200;SP;ALUMINIO
be7eac3ae5cc56dc0fda96be12d33c810d4910dabff02381154f4f53d48b6735;28;381;RS;ARAMBARE
941d7670cac3e664286896cb7f74dc57f18bf978bacba8cd887cc551cc552b42;7;2290;CE;EUSEBIO
6e37d89cc37e0174b22730d68cd3695e9ce85e87b5a2471cc7c783abeec7bcaa;22;5108;PR;PIRAI DO SUL
54a81d3e277136fd5305b64a1f4af8b783acc2b089edcaaf0f44aca5db978c25;14;3604;MG;LAGOA DA PRATA
fed73db2b5d28d9366e892663fd41595e46527019b98473e882beb9a52c87c8c;7;1299;CE;CAMPOS SALES
8fe91a9aa425928d90e0f81bb0c039e679d0288a1ebb67ca1b0be71e0f5bf6f3;33;3151;SP;ITAPEVI
c167c6161a72fb6fbe9980e411bad591c419564234f31bea6c132091146ebab3;7;333;CE;APRAZIVEL (SOBRAL)
0f1a59d4051fcbbac2c881282cb3ababd8a2287676a0dd50109d5263e699729f;16;170;MT;ALTO ARAGUAIA
2ec251823a91b2fe2ec4bc9b175378d6058a6e7c849063ad3335e279c9d23635;7;1429;CE;CARIDADE
89591de94f6aed10733f3e8d631b7d032030516d5822bdf1d955348311673c44;28;2637;RS;GUAIBA
e40ac0dae8d2b627460b693e4d746ad4d36d2d9b69670dfdf55cf84f7199db29;19;5867;PB;SANTA CRUZ
b77f8011f3b4f2e39671e9f6d842bab6f470733eb44a361f5bcb02e18ea99ce1;21;276;PI;ANGICAL DO PIAUI
dd4349f6c025bef74346d1e7092f9ee2942c58bc9c0bdca3e7c2703c22b372f0;31;4134;SC;MODELO
570cae2a7f25edcd53b1d32ace69435a2fe227e5296760dae4632e9967ca8332;14;38;MG;ACURUI (ITABIRITO)
c211085001dd54f0f5e978486de3f077472481ef2f362fc31b9e1b14823f1a16;11;288;GO;ANICUNS
74bfc07f789ce05a236900c21574413cbcc7db2a7731b33c70fd78165a2274d7;13;2612;MA;GRAJAU
bffccbc34acb074b7cc10014a514bc5e15530ea8c193d63e0b6fd006aa63a284;7;98;CE;AIUABA
750e2d3bd4d84ea017fbc0688662312adc0d491cc4766010a7b629222193d164;15;1809;MS;COXIM
a891e1a38a854c5adb32e6d4112e4135de90dab6b7f4edba8f6605f55f2d24aa;33;1497;SP;CASTILHO
3b9b4ef5b2174f0cd39a62519b40e6c3f599619eb6c0e6fc776d213c76c28ee8;22;6398;PR;SAO JOSE DOS PINHAIS
62fbfc788919f08eb6c20d72f90f6b17966acdeb2664a2d17bfa57bace6feeb4;3;629;AL;BANANEIRAS (ARAPIRACA)
5f582dd5e1130364be79d863cc3c7ba389e92132ad566eb5232039a4c2ce8a9a;6;879;BA;BOM JESUS DA SERRA
28b68dec35890a538a75a8243bac2f848cf4ae7515c1f7ed54cdbaf51a121c54;7;25;CE;ACARAPE
8be1428b8f0bf96089bc83524efffdafc6c41eb1b1fb14fea91f9b3b3813a0a4;33;327;SP;APIAI
7640d7c1fef260ae27711a7ad05b489473ac7f9111eb48d2fe07bc36d9547ebd;33;5026;SP;PERUIBE
87f4571e7e2b4c98a55f09c2a7bf080b55e57fb758f791ac6bf94517ce7e8634;32;922;SE;BOQUIM
9d156b6bdbde492f1430b131451775895d0956343e503592f9ba9015fa2aa997;22;418;PR;ARAUCARIA
e91bfb5bf85959d26ea02fae0fc33837f7bd3417bab5b4e168f62fc6855b1e9d;31;708;SC;BARRA VELHA
6fcf212772754c2fd55ff05e85d816f3dbe84604e4ff8a79286f2ab15f83c4ec;14;656;MG;BARBACENA
4a10c7d41f604d2f1c025025d25872f9d90769b9ddec6a86060c7513ec63c0f3;6;1021;BA;BURITIRAMA
449bbec8fa40977312c9659a2654de79396ad5c2c2b33362c687bfe2160ad54b;22;213;PR;ALVORADA DO SUL
320450bd75ed87e82219488eeb4b2b8b3dae797c9fed02a34a64ad60c3df4df1;22;1274;PR;CAMPO LARGO
6786de479d69f1a1e2da201d2d541a440c581d3fc8012074ad540586f41ea305;6;682;BA;BARRA DO CHOCA
7cb926a5b23d86ef811baae2ea91915314ea4df5405012a4f49521b95021568b;7;342;CE;AQUIRAZ
0e5193be3d2a438fda7603058384f75ef3646ab79f098efcf8abd908ad22363f;33;6163;SP;SAO CAETANO DO SUL
3f14cc752e5de2d1b54e01da18c90bd0fbce598132184e33a344b1bb129ca89c;7;2429;CE;FORTALEZA
677941334e023dc4971455e1685613b0fe3a8c2d5975921ab710d40fd89baf82;22;246;PR;AMPERE
68c25f2ebf548bd731f87bc7209499c1a9d2939f18ad004acc0dac6a1d851c1f;22;298;PR;ANTONINA
ce778d09611fb305d84c0d5c3fbd1a42c0c7d6eb318176430464c6d25267dfc6;33;724;SP;BARRINHA
350ed10f30fa439aa4a0138cc85bf8d3232d02b5910b97539d734eed18ad9786;14;376;MG;ARAGUARI
de3a5fea9a424c9c64b3179d9a385d6eb41f0b45d73762e92d2202b8a417554e;33;2942;SP;INDAIATUBA
ad1ec3de8b88b5ef53bd01b2753ae768405842bf342e5058bdf40ef0415fcb96;22;2104;PR;DOIS VIZINHOS
e7cc6d0f257524a9978d0e676aa239d7bd0b9a9b9fe9f51a596a078a1214db5c;28;76;RS;AGUAS CLARAS (VIAMAO)
4896775ac0f91508151a6ca1916cbbaa825e138d269f292edff910f18eab8fe3;31;2528;SC;GASPAR
3470728cd89a4a232f0fe8e589f01012a43fec3ef45534e158b7a3e74694392e;20;164;PE;ALTINHO
951c29a5dc3b6424e6781e82a362c50138e27dda73330803f2bf57f311361e58;14;2979;MG;IPATINGA
bb2c0436e270b1fae74ecbd98f23737f6bd5409e8381aa2b10b39267e9b3bab6;7;1339;CE;CANINDE
e3cc8d425c81c25486a83a94187dd65ce4e94935d91b9811c781046dcf41192b;7;1376;CE;CAPISTRANO
1cc7f372e720bb8c0cd1a4bd5b0fd750572a79739bc65196acebb821ed670a5d;7;161;CE;ALTANEIRA
950773c63e4d97c3b4cace5312a781400d3f951cb3b4bd104e1593489f07ffcd;3;1791;AL;CORURIPE
5e4002734ae31b440b74af50398b722c74a6b3f5725a85cbde4d683e44a23fae;19;313;PB;APARECIDA
99cf8fc707591db57e3beb85065156a1e5e789d143920fefd610e6f6ccf711cb;31;16;SC;ABELARDO LUZ
a2b43fc57000b42e2699202ee0e9cea582eda3515e425543ae133a064b9ddafc;33;405;SP;ARARAS
c92cddb5062e08f77244b9c7a87ce1c18bbe8aadb0bd1af8381c30abfcf87a31;19;105;PB;ALAGOINHA
f3c53d32c151b6d9fab57580ad313f2310a04b208dde83154792105f1a5c559d;20;868;PE;BOM CONSELHO
3ab301342c6b53104841b430ab9c57104791d700ec7b33f064e7cefdbd80777d;33;723;SP;BARRETOS
1fc44223a00ce45e7149f1ee723be8d5def3f93d4a9ee9c2f134c035d568c5cb;14;3226;MG;ITURAMA
d47e891b95e6b555d64df49a071c465503a264c781d043d4163e637d2c6beeb1;14;100;MG;AIURUOCA
a186e6f20a45575f40d92d855a1a3075c8518c3e97888ce1e5b9f5004894865a;14;759;MG;BELA VISTA DE MINAS
c39099a1e595e283fdfa09ff982608456fdd6b6d26b3a416bb0f8fa352014160;22;264;PR;ANDIRA
82bf45ec31cf0db49279971a1627e2367aa1be61cb64da96e264f443a33176a6;11;875;GO;BOM JESUS
3265def38288e41b03c56ca1ccc8c6fcff1bda947b76a8cdc8ca0b4d909cb49d;33;4996;SP;PENAPOLIS
2406dc330f1f6dff89fc1874f5e159bf6b5f60879eb528ce10f0cfce83b280b7;33;1292;SP;CAMPOS DO JORDAO
f40d410a5a8a4ca080d4f63d07460334430388f5fe137bed0fc49780986eaf82;10;610;ES;BAIXO GUANDU
83a0d787d2c181d61b9afa3f0320bf448f8200c83764edf1b254d4a76d10d86e;14;612;MG;BALDIM
2532479d2a4430870fd0eb171f7ffb89f28151f0940c9b2dd7e788ef630ba725;28;467;RS;ARROIO GRANDE
048df3d9758c5432e5a34c9487f78db67e1f126078e8dee50107805146dd9867;10;3069;ES;ITAGUACU
18adf0847e6d306a49580bae007553d08c9bbc4f7b5d2ef3cf75eb08d9359396;22;190;PR;ALTO PIQUIRI
d585ef99e1257d6888f1fdb467abeb984caa76b0e0334e72736ce9464e6a8ced;7;711;CE;BARREIRA
9120e1b6c7757ed941cc5b4526a3dc50f629b81e22d39e4efcdedcbe0dbed3b1;10;361;ES;ARACRUZ
e79604e453d612c74ebfd311121c19d80412b8745fb9f607a31bcade0d229fb0;14;7229;MG;UBA
0f320590634df0cd584b0d636de9e22605e19aa80a5e7f64dc96e23b9466eee1;20;3000;PE;IPOJUCA
e866d03c6aed1cc4f8e45821bca31814cb9cf932980e0e1ba6736704413e08e9;22;2658;PR;GUAPIRAMA
65347e6bfe48381465446a19e093e8b9b6052276aeca52e63e6ec8660acf3981;6;642;BA;BANZAE
d5eff16e74828275b9ac80c59a5b6ad48b80441d4788214326ca8d0097ae0f64;20;978;PE;BREJO DA MADRE DE DEUS
7fa762a0dff71d27da44f0dc9fc7080b93c7603b8fd353ab74d61104b0b80087;21;181;PI;ALTO LONGA
bd53ef539655ec9942cd8f779d05423186045ca26e5a79255a0ffc4123aab37a;19;6069;PB;SANTO ANDRE
2c2fdf9ea8a937456b086ad04c0bfcc317bd8a265bdde3f08a7e04b2048ea72a;35;372;TO;ARAGUAINA
5ae9e72db5ce944f8aef06ff16bccc7c8484f958bd218746bde5b3ec1f1578a6;35;377;TO;ARAGUATINS
e4cdb84e156a73033d7847ec4830a2e58ede672169c2516459750e3f86a59fb8;33;4138;SP;MOGI DAS CRUZES
284ef2f83c7143577b2a9ed034a40942dfb15929725bc33a0ff55675b15464ab;33;4668;SP;OSASCO
e7534aac73ec4a2f4cfe824ab7cc4a764ae82a7c91c1fe0368c3a962820ce2f8;33;7237;SP;UBATUBA
d98680260708e5f2fc17c253b6cb8800d1160f574bbad4a0d32625b8ef4f17c5;32;6170;SE;SAO CRISTOVAO
04e00fd63575df3aca44b88aa7c04749bc860a8aa6d7d0eb11c1d76bedc60b48;14;73;MG;AGUANIL
60dd50b31d50487381546961b4f6a141e8e037f2947a3d95d3a135718569a9a5;16;4990;MT;PEIXOTO DE AZEVEDO
8f8a5d70bf96676bc4de5d0596d4ba8d69d4042dc07f803a4f5b086884d9883f;33;2372;SP;FERRAZ DE VASCONCELOS
7b6aa4892f87386d41ef2f9e1db5ede5e34946335afa483b9abebfdf8fc6af14;24;427;RJ;AREAL
b8c226bce643257cef0c5011ddc21f2af1c9e3abfe98dc90cbce8cd5a929058c;14;860;MG;BOCAIUVA
d29313694b1fdb5565f4db7644d9dd3973078782fbee474f0dd47d5eebc63588;31;668;SC;BARRA BONITA
6f365c7599060541243c075991dc0b7152b3ac8f7685d88271ca06c5bc7444bd;24;1107;RJ;CABO FRIO
7f10c26ae5831d53895202902cb3588a8abecd4721f79908b1f2cbf6359bb463;22;3232;PR;IVAI
acb3222ffac25cc334b9b09128742e8320030420295e2439e74e17a4695dca74;19;114;PB;ALCANTIL
b40fc462f96e726f9b7ee99e722d16d8e466c0aa4c8d543fd122dd32684f715c;33;737;SP;BARUERI
88d54b969fb3feb0aa3d629d5f575de50fd91c4268095962e083b7c7b82a75aa;20;410;PE;ARARIPINA
9aea53799f0aa24ad000ad48ba38f89ce8b2da53f2fe2df76d431c21c66c0460;7;2905;CE;IGUATU
5a9da50d8bd7b531d464cdcb0d4b6f3085dc4f16e3c9db020eb1d2b9cd09ab50;11;1828;GO;CRISTALINA
2210aac92e26a16de9f9a7ff7d863232bf8200f689db9a943107181de0f9b48c;22;335;PR;APUCARANA
e11e12945170c5047b9fcd6d33a91699f9686c30ee3d61a72fd480daeb661b3d;31;2408;SC;FLORIANOPOLIS
3788a65b152d204dac33ca1d647ae2dcb5eef42f1fd22bfa175a53d18935276a;13;717;MA;BARREIRINHAS
cf43465d5df589c3da222ebfcf4a0841b0522d4b7cb898d7c5bf4db6c92742e8;6;23;BA;ACAJUTIBA
ac37566a8131893f25fb0058b658dc905834c9f6daffbc0db49e19b3cee67500;33;1412;SP;CARAPICUIBA
5eccc9f7a058f472c510e5a7e4670ffc8aaab1e110406340cd39bd8db86f81e9;33;2369;SP;FERNANDOPOLIS
47cb684cdad00ff88205273106b336830db889d532e54de145c59b0736dac221;24;837;RJ;BOA VENTURA (ITAPERUNA)
62e6f01ad1e6bfba5660d05c4b6c627d96c3d715ed7731e2b527edd772b8f5bb;33;4679;SP;OURINHOS
e4ac7d2aae2519786f9ed7fe06b71399f85ab0a33d08ba5dbf8e7e8632c1b390;19;140;PB;ALHANDRA
7fd999ecc103ecbae892280a1c82b50f4dc01cbbd2504f41f0cd6d5e8fba1e71;28;2678;RS;GUARANI DAS MISSOES
21067e820bc9812c8cabaed293f75c83cb8de51771d4849021274df077a8650a;6;915;BA;BONITO
08c93b169d2e9b2726af90eb5b37c1907635a9bbfb8508f95fcd0e5aef47a71c;33;39;SP;ADAMANTINA
105d3534609d86414eb2d1097cc456660f19b8c0e07db9f52dd8e5ad719283a1;28;1358;RS;CAPAO DA CANOA
590640b5f4e030d9cab35625ebe679f27c4a811575ac1486c69a7ea8fb63d428;7;31;CE;ACOPIARA
6de027dda4719f007242a83acbeb45ead9fdab8dd9e4507332e3f1c1affb047c;14;57;MG;AGUA BOA
d3719d52b8c42d9a2c3f205d2ddda0ebcedb2c2aca7d3acc09183e844f77bb31;14;424;MG;ARCOS
e793c7a52df533ef24a82c575b1f58c2376c61325f98755d559ee2102d150363;13;1531;MA;CAXIAS
0a6b404b782eb4ab8183c869f06ade973961c82b4bde54bf9ba8c9d37fa50a0d;20;3318;PE;JABOATAO DOS GUARARAPES
b63068455d2d61e3834546340a5a75262f123eeef7dc677017dfa5dec582c99b;14;6679;MG;SETE LAGOAS
eae1dad28b0bff9deffaccd4ca2201b5723603628ac747c3993fcab6647f605e;7;734;CE;BARROQUINHA
7890909ab85c2353f658c9d977cb45c595e21d3ba74e0133b56e80a40dc0e2d5;3;1309;AL;CANAPI
0132945625843c9c86a549e179bfc4fafa60b7df2e5e4f624ed19131fc62d439;14;21;MG;ACAIACA
a5c54ad158ccaf0ad543986bc8422f4a1ba1717a301d98b5938e62bb249faf82;21;710;PI;BARRAS
e7c538b732441036b2727478d4c9709beb238b30aa3ce125fdacc12cf2a4ee6a;6;297;BA;ANTAS
04971273a3a919bac227e20b76e7e7a19ddc12ce2362d9cd8fec0982872ff7e9;19;3512;PB;JUNCO DO SERIDO
363e7b4fb98b80b746e23a06bee4d14fc4f502ba5479f08153d9c079d6b977e4;13;2887;MA;IGARAPE GRANDE
9cc920f69f65a33e84190849eafae4cd8ab6f221bcf9cdbe58fdb0728d59c322;22;281;PR;ANGULO
48a65e1687dbc9103117bd1eb58a92c547b5f1cd54cdd3319ab75ff827074a16;21;122;PI;ALEGRETE DO PIAUI
63c926153b9b69633a57c4552fd1d769a43f85addefe84663f0037b2c42a54bb;33;1398;SP;CARAGUATATUBA
4524ef2f202cedd40a64a882e660e25decef678055817caa5c82f44f3c422aae;22;397;PR;ARAPOTI
3b2a2b6c874c8330c35a37646beef124645ead2e8927494ba26ef3e6a2df5285;33;1251;SP;CAMPINAS
e4f923d3290f8d1f8b6d06e4d3ad58d2ae2f525263d33c0e1577d25daefe1f3d;7;337;CE;APUIARES
adc0472b4fccfbd936a70b3bb69bc55943277ca56964988f30c25d4d0425954c;31;616;SC;BALNEARIO CAMBORIU
e5ddad4efe0b1e82509e178a2da59a0417747c932cfc26d8e283797dc4a6383a;28;4249;RS;MORUNGAVA (GRAVATAI)
e799330f7500e750b1e60aa9fe4d60d480400742fb83ac63324317fc3f2818a3;19;1415;PB;CARAUBAS
3c5927ae66d53f647f0754db6f8b166ffb8a8ea3b14300519c47f19fca2a51d2;15;261;MS;ANAURILANDIA
d9fb5a22f96b56167731660b0fdf7c1d42e879b20d6261fd6bf5d56ca4defc45;20;5748;PE;Recife
c997dc752f6422ee6ccda21d736662457a6ac9f867957ce1c74a5386e9a82ce7;13;649;MA;BARAO DE GRAJAU
d69dffda7b47df8fab81ac1da5a2e578eb1bfaf0085d8413431d5954d5f7234a;14;420;MG;ARAXA
31de5d2669d42c20bdf40eccc2bd80e66304bfdd5eb2a10444b5c95f3732819b;7;196;CE;ALTO SANTO
e8d519e732b4aed5b57d0546f5cbe9c34eebadc86efd37ff19f015f8ade95c56;33;514;SP;AVARE
eee9d937bc26f0b1a51014a5aab56e10c2818537725b3639e9e748b55398e583;28;1263;RS;CAMPO BOM
b7424ea96e27fab50866efa1e1714474991effb9b6ca8261246449cd19d56a25;28;153;RS;ALPESTRE
6317ebcebd23f8dfda7ae2a6c362a2e35b669f8906673e4c9cf988b81f8c34ea;6;139;BA;ALGODOES (QUIJINGUE)
cb8f440b804d0d60c768bb11d5154a43548068c3a739cd45a1e1aeb54cb277a6;6;249;BA;ANAGE
eb959d67fe8b8ee682ae91c25a48349822ab5c6b94240a5c317bc334c5da69c8;31;941;SC;BRACO DO NORTE
b27b7062a170281b27e3a8ae4fe1417ba2a02fead75d0f01c58955c84585d0e7;28;1343;RS;CANOAS
6f998adc3882e87b434371cd8ad2ac62dfe08118ac81749210f87921d610d4e4;20;20;PE;ABREU E LIMA
35b092c86cb49e2b1ae94548f67a7fdfca0169e12906c3ad6136bf36607b53d7;6;1499;BA;CASTRO ALVES
c464f0f054381d752f50ce7ecd49cd87e32cb03c22e9016072ced23686b86185;6;12;BA;ABARE
6f678da706ced05f83a8437ed38967442db727350c4be2ec4d86a144f62884f7;33;354;SP;ARACATUBA
90540d72c32aebff2fcb1054476371bf86734fb47a74946f07cbc7c72862bbfa;18;15;PA;ABEL FIGUEIREDO
2ac603b7a0d2b5df811e950c3e0df6776244c36d813186eea90c4b05a706c5bf;28;3356;RS;JAGUARAO
0c1bfaa0b14d49efae0f19f2adb11e1884219ae669c938ad4fd713743508fd39;21;517;PI;AVELINO LOPES
0a6c14914dc5f8d4699c01deb210d4d27a9ff3bb27a0605eeaaa2795187eb8d0;3;492;AL;ATALAIA
bf5ce7ce9d7bb447f14d4e285963d1c261d27d675fb6baf5f8b31a33339f3252;18;2525;PA;GARRAFAO DO NORTE
aaa4f9286ad0d3eeb47946b17e71f6dd13d723bb828edbc119589c6729dbc68d;19;3468;PB;JOAO PESSOA
c009834cbeb021e19aae749804c4a667d2ba91a23f988e6083f881e2c6a845c8;28;208;RS;ALVORADA
26a3980a9502d3666ec2900604d8ccf31e52fd8b0be065ee7f244db2afc49d7e;10;119;ES;ALEGRE
ebc7b01a90d95df039695b2a0288591a736784cbc93d164722e76be6ef3b56c9;22;2826;PR;IBIPORA
1b1e2424668c20b59722703ff91c59354610765a0f0a44eea9f2269dd572b42d;33;6459;SP;SAO PAULO
084fecde78faa18672a1aee0ddea91545dbca1614a035632b8e3fe1bf709a2bc;33;3163;SP;ITAPOLIS
bc9774efd12df0b6ab47a0059eab3d3ccbbbbb66e5eef213913cb5f472518d11;6;5827;BA;SALVADOR
21bf9da196e8294aec42cc5b194d33cb2afe3e309a2971e27b6d6ecf329cff79;28;1136;RS;CACHOEIRA DO SUL
d7ea89085f0c3a176ca96e26efd8a5f93114235a45065dda945e27734e907aeb;31;1696;SC;CONCORDIA
b25ef142a44831eb2eb66396edc2b4460b8abc276cd70d1956d02a752ad4bc4d;33;750;SP;BEBEDOURO
6646566d087d39eed4cbd235082e61108fa405d3255419059553c7a9bd7631b4;21;2114;PI;DOM INOCENCIO
ba1708a5a38a4a095b837b3fbf7073334697637d91db951f3ff36ef677f9ab4b;6;107;BA;ALAGOINHAS
b704e0c30586490260c761cb58ada7b2da5d711d3d0fe919b1559709ad153947;6;263;BA;ANDARAI
fe3cd14d6197bc1c9a4cfdfffb20a3607626ed8ef4203da2c002136e57593362;14;154;MG;ALPINOPOLIS
ec70f16a0a1b34b5a8f3e0c222ed9d961d69e185d4cdee22eb4a3d4ca239a2ba;31;4681;SC;OURO
ebb2a60c7dc7fc7ae7879c669b4134723318e46744643bb57096f234cc07fd3d;24;1294;RJ;CAMPOS DOS GOYTACAZES
5d9896f4ed5a18d5785a40db1718d59ad2c44924c8cd0d796c8fbab5b2f1db7b;10;3927;ES;MARATAIZES
72c93dc8a61cfba0f8e9074a95ae04103b3d196d79a50d7cdee5f20c1165388f;14;4684;MG;OURO PRETO
051994f415bce5ee45bee7c41a7c8239d8c5fcbc8f01e784acd446d96aa4ceea;3;5664;AL;RIO LARGO
4a906a151e1560658256576c6bee9b55c3b0d02608f44e5cc88be2eca15a1c5a;22;1713;PR;CONGONHINHAS
d3f60ebb1aa29e4fb2bf23395c2fbf9dccfb3c5d932d27e2e1b47757690b75c2;14;4649;MG;OLIVEIRA
e98919aa338de86de5eb3a2fe619a4d20f5112fa221edfbc10eff389e82026f5;28;3508;RS;JULIO DE CASTILHOS
6da7a50d0f4468f9c1f36ef48634588c5dc3ae3830678148ab09edec6f0f113c;33;2453;SP;FRANCISCO MORATO
744da3d570aa69c8e636e4c8a7ebdb35ccfa3990a4cf4ddca77c44708a57a606;6;877;BA;BOM JESUS DA LAPA
6ac1f5728526b08def027dd4509d57251d2bb2aa6eafaafc5ddbcf7b7907ed0d;21;211;PI;ALVORADA DO GURGUEIA
b99e5ebef2359fe05b1bdec58eb6d1d96844fcbc1f65f25975ac5a08d8abc409;28;5242;RS;PORTO ALEGRE
d114443e5c81fb9b1fad39944db9386811aa99f1448298eb0233b3f3053cc35f;7;4720;CE;PACOTI
903fe32a4951547c3f1f818260d2cb177fed54c5cadc9b09bd08888917652663;28;695;RS;BARRA DO RIBEIRO
14acff2e87e9911d29d27f588f34f743156adc9eab8178b4aaf8a182c2290fd4;33;935;SP;BOTUCATU
31add1136cfb53c464e4a4c0d969d45d468251bce706a0bf52871723d5dcf743;33;7482;SP;VOTUPORANGA
dd6215385f43eae2b23051657a8916a199c0858e1f9fdfc0fbcdf10b3d4000f7;25;27;RN;ACARI
73523dc91cfe28a4dff422048ebf993c2d8aee5446cf724e71ab7556eeec1543;20;46;PE;AFOGADOS DA INGAZEIRA
d8419a68922f2fad4ac2716cc0f6ccf2f4dd3cefa0640cdc65233d66a968fbd9;14;192;MG;ALTO RIO DOCE
1fd1a785b3da174c45afd7b2b5b78d2cea5cd6d4b93e64ed5160deb5d3c75b9a;22;90;PR;AGUDOS DO SUL
ed0e76e07123c6dcc8a3b0107deb8a64a83e48a3a876cde2c961824a239aeb05;33;818;SP;BIRIGUI
09eabb6b0b6a9905cc9b3412cd9b9ae519b58139cc882088bddd00c57369de90;14;446;MG;ARINOS
c18a4a126730f8d5c57ae3f87637e0e1881c0ddf0d3a93824483b33b48415c8e;22;13;PR;ABATIA
634639c0d7b44334e4a0b961a5058870b752585268d59bb51a45b88da6c40c25;6;3754;BA;LUIS EDUARDO MAGALHAES
557448f393eb8e38052bb4678c49ab7c1e18a734440a998e4adeeb6c3dbaeb3a;24;3887;RJ;MANGARATIBA
e5e5bf785d3c8d89b9c12e1b484f26e52d571fbb791b250dd486521d5290c992;33;5104;SP;PIRACICABA
51ec981e63e5bd1fbac324e1e04ec6de1ac50cfea023b37446d464a3d90bee56;33;360;SP;ARACOIABA DA SERRA
9b83d0c6d701811e2603b2386988fff85914c888948a74391fdf7911ab311f2b;33;6253;SP;SAO JOAO DA BOA VISTA
ccbfa3004c31ef6c63a10692ed7f67420b82ac6bf8b3b9a802970a6c0ece72f5;18;1;PA;(BARCARENA)
9b8de18d7078e904e90be446dce8bf543cc5070386b3de7027807e6eb374dd71;19;429;PB;AREIA
30dd6d3168eeaa0d8f6b709fa4a0228a35fe5bc1d9e5d808083c1f4cfe345e9b;14;4211;MG;MONTES CLAROS
30579206f6caf65700942202695c32e5eaffff4a771681da70bf7112bac5080a;20;70;PE;AGUA PRETA
f9c2e8115fbb8b2958aa1dc15036ea08f67f8c48f70b5c2f0f9533facb23b908;28;29;RS;ACEGUA
419888e400b13ecbd76e79e627214a9c82721c9590d0b96f4e23941456512f87;28;2097;RS;DOIS IRMAOS
51d52e9506255f0669fc60c3cb9dcedaf3e18d11ab3bbab95237b080d3aa0569;18;24;PA;ACARA
aaf20debb6adcda1808a940688576b7604d78247e03defa8237c5fefe76161e1;6;1701;BA;CONDE
ab4831637378a8d59de3aaf62f1278ab80252c9946e3e10695673fad352237eb;14;426;MG;AREADO
6d43300f50585dfcd05274134dfd62a321c6b567e312c4dbb2f6c4c73ba75b41;33;89;SP;AGUDOS
7b34552bab91577e33ef94d184c76021c0f6f105bf1721e098a1240592caca73;14;125;MG;ALEM PARAIBA
18142ffeb8624ead3a69acac90e8f090b12e5815b4ed5b6871255feb2e3be887;7;1481;CE;CASCAVEL
f4480af6e221e79583a1fdb743cf614dd12615b353e474bcb1e8265102e3876d;18;145;PA;ALMEIRIM
7086641272d76ee05929088c6b00d508f44704ac08a712adc62e29f33dca79ef;13;589;MA;BACABAL
62b1b709fb31919e676830fe12e694497f98fa3410998d46f0b63e4f9c32979f;14;7343;MG;VARGINHA
d8172c3f3e73d82087af7cf62f7211a7880778b0c25f9e665c39350f2f5e8e00;3;1272;AL;CAMPO GRANDE
e6cdeb54775194de258576c353e2900ec4cdcc161f51da738122665a1a326c9c;6;4930;BA;PAULO AFONSO
140efca6734eac88eed562bc60b7a4fc79b8ac9ac3f7caaba6070846b1b529e4;33;475;SP;ARUJA
9520159c8e1bfbc4f18c011f7c6b7ee66442a9130c8a8c4fc419d6dd3f430604;10;7468;ES;VITORIA
46f53c1c22e57d683bbbf9b9fdf34f28005eb3d5c8035087bd87e59d7894e46e;2;7241;AC;UBERLANDIA
