DW_LOCALIDADE;id_estado;id_cidade;ds_estado;ds_cidade
1a7707edc129124d0b2d0252b21f6ccc98530e17a50772f7c6cfd5300eb3e404;18;8;PA;ABAETETUBA
289a87cca99af2b0dd1fff926f9a93a3087e70bfa8bf1249aba85b28cf941144;14;363;MG;ARACUAI
9c8b57afd35572faa8b5002dcc6fb23173671a3105d00649be00a1cf0db4f936;22;1225;PR;CAMBE
d53d61fa2fa3ca0d5c3519374e23a7ad2b5e2f7c87e995af80d33b03699ba77e;33;664;SP;BARIRI
f5b61400ef966be2d2e1c32777fcef001fe015b477ba31e59c882010a15c8a58;15;379;MS;ARAL MOREIRA
0881e5fef0c0595f377e9b8da1bca698922d341bc031ea12c0d7ae425508b89f;22;1650;PR;COLOMBO
47c6e4257624b7954611c7045b9ec50c214679709114a7985956a1dc67618cf5;25;128;RN;ALEXANDRIA
2d5d68d6e5699994174e3d7c93d7eaa6e818a7231483b5a15c92d3e6e40dff0a;20;74;PE;AGUAS BELAS
7b5cbbf9ac983a5a858ba7a6d9d059ee6d60f2737d22b950f140e8ce8dcfe120;31;1345;SC;CANOINHAS
ddb96ec03d500b1f786ba20376f5e0d9916456a01d82f2317792823489f2e2e1;6;3452;BA;JIQUIRICA
346699e23ebfe0666680ad0bbfb2e28932fc27638af1b0f655cb4d32982b0a7e;24;3098;RJ;ITALVA
449d7fe862c2af338432d1bb0cb4a4ccf27bd5b162e681cc863115fe3b1c67dc;7;241;CE;AMONTADA
3083827128601349ee281d8a95a2dcd0cdcccb247bcd598d02848645efee495a;20;1470;PE;CARUARU
4602423b2d439894fdd56b555fccac1c22e6e97b19c16d92d8a0e3f91335eae2;28;795;RS;BENTO GONCALVES
e54d3a904e884e9fad9a6d209738ca75b3945ee3c377ad02815eadd4201e2215;13;229;MA;AMARANTE DO MARANHAO
56a5ac03dfd28a9ba2a8822b0af650ac5601e2816101ab2ae6562035a13da082;16;32;MT;ACORIZAL
550b19d0ac250b48832df9bb80a8256a49ff7108ccdb0c07114cac93fd5e801a;6;697;BA;BARRA DO ROCHA
985cc43db64b3f62ae759201de6ad5682a1ae807a8d51406e7685ee46491bbb0;33;2060;SP;DIADEMA
e345815fba0e8c3bde63e61ca05111afcdfcf3da57d44feb3ce419a4dc0cf28d;14;7240;MG;UBERABA
17ee7b73361bce3a7cea627cd7e692d18927e9028f4fd210d57be8c8912ffe8b;28;463;RS;ARROIO DO PADRE
00924b4046248d831b06e159036b303fd53f819f465516e15f4d3dec49a3855e;25;278;RN;ANGICOS
cba6bd7bba44ea60204e7bf80a6a38ddc42555869ad94d941ef49857e245bcde;28;121;RS;ALEGRETE
0a251131bc4c709c560528a67cf1f75042511e008358fc76b5ac87bb3502ceb3;28;946;RS;BRAGA
631db492fe201d672c4fce21276080c428a380b76c01d73de3c64d7d05672d79;33;428;SP;AREALVA
1b2f6efa088f8da89be50bfc418b1c63b387caa4de1c79174a0f0415844f7942;3;679;AL;BARRA DE SAO MIGUEL
4d5f6f728751511cc5c3e7a4aff4d0ae94e3477040e61047f25a1e54cd84df7e;26;156;RO;ALTA FLORESTA DOESTE
485c703aecfe1264a8480d39b9f36461ce1f9c5fbf0d5b365e1b50c5116696ab;33;79;SP;AGUAS DE LINDOIA
3e26303d47a6526c72124fbd4c31a7e774f8a5a6189c7cdadf333a32e3d549f4;20;766;PE;BELEM DE MARIA
577040ea29d68cde1d885751bf8d888397faf84fe892fe534f52125f4c4a8041;33;72;SP;AGUAI
75253946f49e26301709efd0c32835bf31a147f075d6cc136eb0db73aa9df99e;28;2396;RS;FLORES DA CUNHA
6738bb0dea8321e6fd7e153311ef0a34258a7585e0c1177f89e600dac90534d6;6;1633;BA;COCOS
2851f0fef744fbb8e3a5cec7e522ffc20a0ca9abaa0f83ea5547d6f469fbb9bc;21;199;PI;ALTOS
0360dfab9b99000f6020f7607ceb2f4d89907084f1fa182ca2a7b4f76e590d19;3;1638;AL;COITE DO NOIA
2d0004f488431502e64019cb46cc1182b92b7c964ae5c24552720029572d4fe0;22;2438;PR;FOZ DO IGUACU
85b211cb44286fcbaf08da5bf7386050a8c9c3e49b71a2d414efa2afd2e9ec21;25;1178;RN;CAICO
2b7c3d969a53d7c90fe63b227c02bd5dc2488149b2f8dcae8c305c737ad4b727;33;496;SP;ATIBAIA
360e35eff508acbbab738492d16e55c02f596a68f3897e2e148ce49ab47c9204;20;52;PE;AGRESTINA
97c352c1c9e2b4e1a5390f294069fe859b168f9481aed70ba4eb20ac68adf5bd;10;5303;ES;PRAIA GRANDE
6f5201720c284feb58d875cde58b6c5145e0174bdf04b2e487235f7e2307cec9;6;1623;BA;COARACI
5d022fb2f61f5a1e3929e6a055ad341673f558de9e2ee968999450994458d635;33;6134;SP;SANTOS
7245e4403e0db6c4218f758181bded461b8acdfad439bc4bcfc1674efe0d283f;20;2515;PE;GARANHUNS
8a0dff1b609af9f40710a0e9a71ca5b053eaac0c96c27532297a45f69cd28575;6;2349;BA;FEIRA DE SANTANA
00a19edf28d15b1ad062eda3f7a6385d14af7819aef4e8ee73e5ee17a22d6a97;10;30;ES;ACIOLI (JOAO NEIVA)
fd09422e26e004a686d4b4f8ddea1ceb8feefe54577382d25e0acf6124ebca9c;14;2088;MG;DIVINOPOLIS
a913757f68c71920ed367fedc71e91fe34794bfa30bb0c2e51e35d0402784973;6;774;BA;BELMONTE
de0b179d19035da43961363b3eb3298b6a2e69e81e743940d04ef5b3f7593c95;24;3962;RJ;MARICA
a6e5b7667f413285cfe7620878f9ce542b94c662c1c60b56190555d90f170de8;6;45;BA;ADUSTINA
10796c3b2fa802f527ad56f383426bc98621c3258fe1780e241512ad0257d37d;6;730;BA;BARRO PRETO
ee17eacd9c009cbe5fdc5069bf77bbe6a08f77edcb1ddc83451f0860a2706cbd;14;3096;MG;ITAJUBA
88a1f210d4295cb0b94f3c72cf0dd2c27077e0adb30a1714f3561927362800c8;3;2043;AL;DELMIRO GOUVEIA
b30a8af9e7a9bbc5228a009c387316409c533ff3f8b9dd03913635fcc0a253b9;22;2686;PR;GUARAPUAVA
c66908430b73fd8b99ab8353c6d08d7336c86909a005b1ec7dd8a4c474b80b18;31;62;SC;AGUA DOCE
d8b4447e3344df5197ab3efaaf1f7f45b0b8988dcd45ee4f9ec6089b8c8d820d;10;6622;ES;SERRA
46f883db9ebe9256e8d2e7c617a9f9847197d113a11cb2aadc0bef7c8c4c9eb2;15;215;MS;AMAMBAI
61f7db2aabf371045e310d262e8327ab7ce95be4117c23e39f0845e27301cb72;24;7026;RJ;TERESOPOLIS
3a64dd5b6614297250a646654bad09b6e96160a7167263af0af85063e0459bda;22;224;PR;AMAPORA
e031660f9bf2442eb87d374b790804ac2e4d69b0151a0205745a6b54e328dfd4;24;692;RJ;BARRA DO PIRAI
ae26fc74ed760cf13231b01aa4e078084b480c8250b26a2a319faf7d58ee07fb;32;417;SE;ARAUA
80d113837fab7baab385900c5433e831415d7b4326fea80632ea1fdf0296d2b5;21;228;PI;AMARANTE
05f40328a6b74f7fdb3d7553593dbcd44bcdfe3c13d661067ec74825b57f4ef3;7;26;CE;ACARAU
d8c76ed2053b3678814cbcc8dc1f703a9563fc234e5b010c84d10e54ea53fb24;22;3141;PR;ITAPEJARA DOESTE
149bfe50eac93e20b995585c357ca4821f5a0acd4b88f27fea43485645941b10;28;6403;RS;SAO LEOPOLDO
1b277c017e45c57ca490a7103fc157dd5498e5dd84e76af00eea3861b42fb226;6;1098;BA;CAATIBA
5e5ec7bbcbbccb7924a665c5028d28f6d62298990f88a835881da30cefc9fe9a;13;49;MA;AFONSO CUNHA
0254b876fcd543c00fb9a3eb949a23fc5cf49a3c586e4d35b5acf94ff6d593ea;22;395;PR;ARAPONGAS
f47db04abbd20ea312542a2eb1a6b7810d259f8c7db14075f98c259b6c35cdd8;22;5073;PR;PINHAIS
82733ccf9ce950092d7b0c87dc1a8ba0419d12d1cdd5262c51636af515c0ae22;7;9;CE;ABAIARA
8346f65eb1509fecd0133d998a3b23389d8583cf91867009e732c9cf9fa2f667;33;2705;SP;GUARULHOS
103f647ef7b1f29abcf0298894ae29e487d3306eb54c624e4c36823f50367907;13;624;MA;BALSAS
0c1abb91d04c046686b7e1781dc277a316b7facb88d63665fc4cafab62849fa3;14;163;MG;ALTEROSA
77a5334c8d3abe64012de88aa25464adf4aade602997474425d3a836dcc5925c;20;225;PE;AMARAJI
872a0dcd0037ed1060e29f40a8248d57a6e11fbab4f30bb863f63a36bd4287e8;25;47;RN;AFONSO BEZERRA
362f46cb0a3a800d2322efd6aa24feb9c1d858636810101ec57b45a0de85364a;15;341;MS;AQUIDAUANA
02733b85a364ebe9166c67e96a1c872d3fbe47ef816b48d0bc27093857520771;25;176;RN;ALTO DO RODRIGUES
73a712007f7530c346a07508e5f188dbc1d13bf608afe58254a96fb4c1c95e67;16;399;MT;ARAPUTANGA
3cd75ccc2c3ae14577bf1c73f917ec8280292c5ec3189522a8afa00d379bcd29;33;3514;SP;JUNDIAI
4134b80c0ccc7570cc539aecb560e41e2561571bbad857847f50892e82c75483;28;462;RS;ARROIO DO MEIO
9c5671e47daae81e82bfd63c9a0488c0454123115ea2638553f87210efd05491;6;142;BA;ALMADINA
f7e7136d1132766d43c29650361568ff88e5e2963ece8ce6f0449a0bfaa56739;7;351;CE;ARACATI
02353a3210e952e1d50e14e97ab46606bc03c43d55ce9b2febed8ba6b9ef4d69;14;777;MG;BELO HORIZONTE
711b92f2c266deb9d352c6fde2e22fb7087db165480779b81e01db9e060d0925;22;659;PR;BARBOSA FERRAZ
